car_name,year,selling_price,kms_driven,fuel_type,seller_type,transmission,owner
Toyota Etios Liva 1.2 V Dual Tone,2017,585000,50000,Petrol,Individual,Manual,First Owner
Ford Figo Diesel EXI,2011,225000,70000,Diesel,Individual,Manual,First Owner
Honda Amaze E i-DTEC,2017,500000,70000,Diesel,Individual,Manual,First Owner
Hyundai i20 1.4 CRDi Asta,2011,350000,90000,Diesel,Individual,Manual,Third Owner
Maruti Ertiga SHVS LDI Option,2016,756000,70000,Diesel,Individual,Manual,Second Owner
Maruti Alto 800 VXI,2014,240000,50000,Petrol,Individual,Manual,First Owner
Maruti Omni 8 Seater BSII,2012,80000,120000,Petrol,Individual,Manual,Second Owner
Tata Hexa XE,2018,1250000,25000,Diesel,Individual,Manual,First Owner
Mahindra Scorpio VLS 2.2 mHawk,2009,320000,80000,Diesel,Individual,Manual,Third Owner
Hyundai Grand i10 Sportz,2017,509999,25000,Petrol,Individual,Manual,First Owner
Tata Zest Quadrajet 1.3 75PS XE,2019,650000,15000,Diesel,Individual,Manual,First Owner
Maruti Alto K10 2010-2014 VXI,2011,210000,35000,Petrol,Individual,Manual,Second Owner
Maruti Alto LXi,2008,110000,80000,Petrol,Individual,Manual,Second Owner
Tata Nexon 1.5 Revotorq XE,2017,665000,25000,Diesel,Individual,Manual,First Owner
Volkswagen Ameo 1.5 TDI Comfortline,2017,555000,52000,Diesel,Individual,Manual,First Owner
Volkswagen Ameo 1.5 TDI Comfortline,2017,560000,52000,Diesel,Individual,Manual,First Owner
Mahindra KUV 100 mFALCON D75 K6 Plus,2016,375000,80000,Diesel,Individual,Manual,First Owner
Maruti Swift VDI BSIV W ABS,2011,290000,77000,Diesel,Individual,Manual,Second Owner
Toyota Fortuner 2.8 4WD AT BSIV,2017,2950000,50000,Diesel,Individual,Automatic,First Owner
Maruti Swift Dzire VDI,2017,605000,127000,Diesel,Individual,Manual,First Owner
Honda WR-V i-VTEC VX,2017,720000,30000,Petrol,Individual,Manual,First Owner
Maruti Ertiga SHVS ZDI Plus,2017,800000,70000,Diesel,Individual,Manual,First Owner
Mahindra XUV500 W10 2WD,2017,1325000,54000,Diesel,Individual,Manual,First Owner
Mitsubishi Pajero 2.8 SFX BSIII Single Tone,2011,625000,120000,Diesel,Individual,Manual,Second Owner
Hyundai i20 1.4 CRDi Sportz,2011,350000,116500,Diesel,Individual,Manual,First Owner
Toyota Innova 2.5 G (Diesel) 8 Seater,2012,600000,145000,Diesel,Individual,Manual,Second Owner
Hyundai i20 Sportz 1.2,2012,300000,120000,Petrol,Individual,Manual,First Owner
Ford Figo 1.5D Trend MT,2016,377000,80000,Diesel,Individual,Manual,First Owner
Maruti Ertiga VXI,2013,450000,140000,Petrol,Individual,Manual,First Owner
Hyundai Verna Xi (Petrol),2008,160000,100000,Petrol,Individual,Manual,Fourth & Above Owner
Hyundai Xcent 1.2 VTVT E,2019,525000,100000,Petrol,Individual,Manual,First Owner
Toyota Innova 2.5 G (Diesel) 7 Seater BS IV,2011,550000,168000,Diesel,Individual,Manual,Second Owner
Chevrolet Cruze LTZ,2010,270000,120000,Diesel,Individual,Manual,Third Owner
Toyota Etios GD,2016,570000,145000,Diesel,Individual,Manual,Second Owner
Ford Figo Diesel Titanium,2011,225000,90000,Diesel,Individual,Manual,Second Owner
Hyundai Xcent 1.2 VTVT S,2019,590000,90000,Petrol,Individual,Manual,First Owner
Jeep Compass 2.0 Longitude Option BSIV,2018,1675000,80000,Diesel,Individual,Manual,First Owner
Ford Aspire Titanium BSIV,2019,800000,33000,Petrol,Dealer,Manual,First Owner
Chevrolet Sail 1.2 LS ABS,2014,450000,13500,Petrol,Individual,Manual,First Owner
Tata Indigo LX,2012,300000,80000,Diesel,Individual,Manual,First Owner
Hyundai i20 1.2 Spotz,2017,645000,20000,Petrol,Individual,Manual,First Owner
Hyundai EON Magna Plus,2013,200000,40000,Petrol,Individual,Manual,First Owner
Honda City i VTEC V,2015,700000,30000,Petrol,Individual,Manual,First Owner
Maruti 800 AC,2000,45000,50000,Petrol,Individual,Manual,Second Owner
Ford Figo Aspire 1.5 TDCi Ambiente,2016,459999,73000,Diesel,Individual,Manual,First Owner
Maruti Ritz VDi,2014,325000,90000,Diesel,Individual,Manual,Second Owner
Maruti Wagon R VXI BS IV,2015,350000,50000,Petrol,Individual,Manual,Second Owner
Hyundai Verna 1.6 CRDI,2011,440000,80000,Diesel,Individual,Manual,Third Owner
Hyundai i20 1.4 CRDi Magna,2011,320000,70000,Diesel,Individual,Manual,Second Owner
Chevrolet Spark 1.0 LS,2011,169000,41000,Petrol,Individual,Manual,First Owner
Ford Classic 1.4 Duratorq Titanium,2014,350000,113226,Diesel,Dealer,Manual,First Owner
Ford Figo Diesel Celebration Edition,2013,310000,90000,Diesel,Individual,Manual,Second Owner
Maruti Swift 1.3 VXi,2007,150000,70000,Petrol,Individual,Manual,Third Owner
Mahindra Scorpio M2DI,2010,420000,160500,Diesel,Individual,Manual,Fourth & Above Owner
Maruti Ciaz AT ZXi,2015,685000,30000,Petrol,Individual,Automatic,First Owner
Maruti Swift VDI,2013,470000,120000,Diesel,Individual,Manual,Third Owner
Hyundai Verna Transform VTVT,2011,380000,80000,Petrol,Individual,Manual,Second Owner
Mahindra Scorpio 1.99 S6 Plus,2015,670000,57000,Diesel,Individual,Manual,Second Owner
Hyundai Verna 1.6 VTVT SX,2016,749000,25000,Petrol,Individual,Manual,First Owner
Hyundai Creta 1.6 CRDi SX Option,2015,899000,80000,Diesel,Individual,Manual,Second Owner
Chevrolet Optra Magnum 2.0 LS BSIII,2011,290000,88000,Diesel,Individual,Manual,Third Owner
Datsun GO Plus A,2015,350000,60000,Petrol,Individual,Manual,First Owner
Maruti Swift Dzire VXI,2017,500000,43000,Petrol,Individual,Manual,First Owner
Skoda Rapid 1.5 TDI AT Ambition Plus,2014,400000,77000,Diesel,Individual,Automatic,Second Owner
Renault KWID RXT,2016,260000,30000,Petrol,Individual,Manual,First Owner
Maruti Alto 800 LXI,2015,220000,40000,Petrol,Individual,Manual,Second Owner
Chevrolet Enjoy TCDi LS 8 Seater,2014,190000,139000,Diesel,Individual,Manual,Second Owner
Hyundai Grand i10 Magna,2016,400000,80000,Petrol,Individual,Manual,First Owner
Chevrolet Beat Diesel LT Option,2014,170000,76000,Diesel,Individual,Manual,Second Owner
Hyundai Elite i20 Magna Plus BSIV,2019,650000,3500,Petrol,Individual,Manual,First Owner
Maruti 800 AC BSIII,2007,60000,62000,Petrol,Individual,Manual,Second Owner
Tata New Safari 4X2,2007,300000,110000,Petrol,Individual,Manual,Second Owner
Chevrolet Spark 1.0 LT,2012,125000,40000,Petrol,Individual,Manual,Second Owner
Tata Indica Vista Aqua 1.3 Quadrajet (ABS),2013,130000,120000,Diesel,Individual,Manual,Second Owner
Mahindra XUV500 W6 2WD,2012,500000,1500000,Diesel,Individual,Manual,First Owner
Maruti Alto LX,2011,170000,70000,Petrol,Individual,Manual,Third Owner
Maruti Swift Dzire LDi,2012,310000,77000,Diesel,Individual,Manual,Second Owner
Chevrolet Spark 1.0 LT,2011,130000,110000,Petrol,Individual,Manual,Second Owner
Maruti Wagon R VXI Optional,2016,465000,20000,Petrol,Individual,Manual,First Owner
Mahindra Jeep MM 540,1995,160000,90000,Diesel,Individual,Manual,Third Owner
Mercedes-Benz E-Class E270 CDI,2005,800000,120005,Diesel,Individual,Automatic,Second Owner
Mahindra Bolero 2011-2019 DI NON AC BS III SILVER,2013,500000,70000,Diesel,Individual,Manual,First Owner
Renault KWID 1.0 RXT 02 Anniversary Edition,2017,325000,38000,Petrol,Individual,Manual,First Owner
Toyota Fortuner 2.8 4WD MT BSIV,2018,3200000,50000,Diesel,Individual,Manual,First Owner
Tata Indica V2 DLE BSIII,2007,200000,50000,Diesel,Individual,Manual,First Owner
Mahindra Quanto C2,2013,450000,52000,Diesel,Individual,Manual,First Owner
Tata Indigo V BSIII,2012,229999,50000,Diesel,Individual,Manual,First Owner
Hyundai EON Magna Plus,2016,340000,30000,Petrol,Individual,Manual,First Owner
Mahindra Bolero 2011-2019 SLE BSIII,2014,550000,103000,Diesel,Individual,Manual,First Owner
Ford Endeavour 3.0L 4X4 AT,2011,975000,93468,Diesel,Individual,Automatic,Second Owner
Volvo XC40 D4 Inscription BSIV,2019,3800000,20000,Diesel,Individual,Automatic,First Owner
Volkswagen Jetta 1.6 Trendline,2010,225000,80000,Petrol,Individual,Manual,Second Owner
Ford Endeavour 3.2 Titanium AT 4X4,2018,3250000,12000,Diesel,Individual,Automatic,First Owner
Tata Indigo eCS VX BSIV,2013,280000,70000,Diesel,Individual,Manual,First Owner
Honda Amaze V Petrol BSIV,2019,700000,4500,Petrol,Individual,Manual,First Owner
Tata Indigo CS eLX BS IV,2012,259000,35000,Diesel,Individual,Manual,First Owner
Toyota Fortuner 2.8 4WD AT BSIV,2018,3200000,60000,Diesel,Individual,Automatic,First Owner
Ford Figo 1.5P Titanium AT,2015,416000,40000,Petrol,Individual,Automatic,First Owner
Tata Manza ELAN Quadrajet BS III,2011,250000,70000,Diesel,Individual,Manual,First Owner
Tata Manza Aura (ABS) Quadrajet BS IV,2010,210000,120000,Diesel,Individual,Manual,First Owner
Mahindra Scorpio VLX 2WD BSIII,2008,290000,120000,Diesel,Individual,Manual,Second Owner
Tata Indigo CS eLS BS IV,2012,220000,90000,Diesel,Individual,Manual,First Owner
Tata Indigo eCS LX BSIV,2012,246000,35000,Diesel,Individual,Manual,Second Owner
Maruti Omni E MPI STD BS IV,2018,260000,30000,Petrol,Individual,Manual,First Owner
Hyundai Creta 1.4 CRDi S,2018,1050000,70000,Diesel,Individual,Manual,First Owner
Tata Indigo eCS VX BSIV,2013,310000,70000,Diesel,Individual,Manual,First Owner
Hyundai i20 1.2 Asta,2018,700000,6000,Petrol,Individual,Manual,First Owner
Maruti Swift VXI Optional,2016,550000,20000,Petrol,Individual,Manual,First Owner
Tata Indigo CS LX (TDI) BS-III,2017,450000,70000,Diesel,Individual,Manual,First Owner
Honda City i VTEC VX,2016,773000,65000,Petrol,Individual,Manual,First Owner
Tata Tiago 1.2 Revotron XZ,2017,450000,25000,Petrol,Individual,Manual,First Owner
Maruti Eeco 5 Seater AC BSIV,2019,409999,10000,Petrol,Individual,Manual,First Owner
Maruti 800 Std MPFi,2003,45000,35000,Petrol,Individual,Manual,Fourth & Above Owner
Nissan Teana XL,2014,600000,80000,Petrol,Individual,Automatic,Second Owner
Chevrolet Beat LT,2010,250000,63000,Petrol,Individual,Manual,First Owner
Tata Indica V2 DLS TC,2008,70000,100000,Diesel,Individual,Manual,First Owner
Honda Amaze S i-VTEC,2019,690000,1303,Petrol,Dealer,Manual,First Owner
Audi Q5 35TDI Premium Plus,2018,3975000,31800,Diesel,Dealer,Automatic,First Owner
Lexus ES 300h,2019,5150000,20000,Petrol,Dealer,Automatic,First Owner
Jaguar XF 2.0 Diesel Portfolio,2017,3200000,45000,Diesel,Dealer,Automatic,First Owner
Jeep Wrangler 2016-2019 3.6 4X4,2017,4100000,17000,Petrol,Individual,Automatic,First Owner
Toyota Yaris V BSIV,2018,1000000,5229,Petrol,Trustmark Dealer,Manual,First Owner
Toyota Camry 2.5 Hybrid,2016,2000000,68089,Petrol,Trustmark Dealer,Automatic,First Owner
Maruti Ciaz 1.3 Alpha,2018,925000,23712,Diesel,Trustmark Dealer,Manual,First Owner
Honda Jazz VX,2016,550000,56494,Petrol,Trustmark Dealer,Manual,First Owner
Maruti Wagon R VXI BS IV,2018,430000,16589,Petrol,Trustmark Dealer,Manual,First Owner
Toyota Innova 2.5 VX (Diesel) 7 Seater,2013,750000,79328,Diesel,Trustmark Dealer,Manual,Second Owner
Honda City i VTEC V,2016,675000,53201,Petrol,Trustmark Dealer,Manual,Second Owner
Maruti Baleno Delta,2017,570000,25272,Petrol,Trustmark Dealer,Manual,First Owner
Maruti Vitara Brezza ZDi Plus,2017,850000,53619,Diesel,Trustmark Dealer,Manual,First Owner
BMW X4 M Sport X xDrive20d,2019,5400000,7500,Diesel,Dealer,Automatic,First Owner
BMW X4 M Sport X xDrive20d,2019,5500000,8500,Diesel,Dealer,Automatic,First Owner
Honda Amaze V CVT Petrol BSIV,2019,779000,7032,Petrol,Trustmark Dealer,Automatic,First Owner
Ford Ecosport 1.5 Petrol Ambiente,2018,640000,6001,Petrol,Dealer,Manual,First Owner
Tata Indigo CS LS (TDI) BS-III,2013,250000,80000,Diesel,Individual,Manual,First Owner
Renault Duster 110PS Diesel RxZ,2018,1250000,12000,Diesel,Individual,Manual,First Owner
Ford EcoSport 1.5 Petrol Titanium BSIV,2017,889000,25000,Petrol,Individual,Manual,First Owner
Hyundai i20 2015-2017 Asta Option 1.4 CRDi,2017,750000,40000,Diesel,Individual,Manual,Second Owner
Maruti Swift Ldi BSIV,2010,320000,130000,Diesel,Individual,Manual,Third Owner
Maruti Ciaz S 1.3,2018,1000000,40000,Diesel,Individual,Manual,First Owner
Maruti Zen LX,2000,110000,70000,Petrol,Individual,Manual,Fourth & Above Owner
Honda City 2017-2020 GXi,2008,250000,120000,Petrol,Individual,Manual,Second Owner
Maruti Swift Dzire VDI,2015,600000,60000,Diesel,Individual,Manual,First Owner
Maruti Zen Estilo LXI BS IV,2009,165000,60000,Petrol,Individual,Manual,First Owner
Maruti Alto LXI,2004,118000,60000,Petrol,Individual,Manual,Second Owner
Maruti Baleno Delta 1.3,2016,700000,78000,Diesel,Individual,Manual,First Owner
Renault Duster 85PS Diesel RxL Optional,2013,585000,80000,Diesel,Individual,Manual,Second Owner
Maruti Alto LXi,2006,120000,120000,Petrol,Individual,Manual,Fourth & Above Owner
Maruti Alto LX,2006,150000,100000,Petrol,Individual,Manual,Second Owner
Maruti Alto Std,2009,150000,70000,Petrol,Individual,Manual,Fourth & Above Owner
Hyundai Accent VIVA CRDi,2004,170000,160000,Diesel,Individual,Manual,Third Owner
Mahindra Scorpio 2.6 CRDe,2006,250000,120000,Diesel,Individual,Manual,Third Owner
Hyundai Accent CRDi,2005,100000,100000,Diesel,Individual,Manual,Third Owner
Maruti Ertiga VDI,2013,599000,60000,Diesel,Individual,Manual,Second Owner
Chevrolet Cruze LTZ,2010,250000,135000,Diesel,Individual,Manual,Third Owner
Maruti Swift VXI Optional,2016,570000,90000,Petrol,Individual,Manual,First Owner
Volkswagen Polo Diesel Highline 1.2L,2013,440000,75000,Diesel,Individual,Manual,Second Owner
Toyota Innova 2.5 E Diesel MS 7-seater,2005,300000,185000,Diesel,Individual,Manual,Second Owner
Nissan Micra XV CVT,2015,300000,71717,Petrol,Individual,Automatic,Second Owner
Mahindra Scorpio VLX 2WD ABS AT BSIII,2011,500000,150000,Diesel,Individual,Automatic,Second Owner
Ford Fiesta Classic 1.6 Duratec LXI,2012,256000,90000,Petrol,Individual,Manual,Second Owner
Renault KWID 1.0 RXT Optional,2018,409999,35000,Petrol,Individual,Manual,First Owner
Toyota Fortuner 4x4 MT,2015,1888000,120000,Diesel,Individual,Manual,Second Owner
Hyundai Santro Xing GLS LPG,2011,250000,100000,LPG,Individual,Manual,Second Owner
Honda Civic 1.8 V AT,2009,280000,40000,Petrol,Individual,Automatic,Third Owner
Mahindra Xylo D2,2010,300000,100000,Diesel,Individual,Manual,First Owner
Tata Safari Storme LX,2016,900000,120000,Diesel,Individual,Manual,First Owner
Maruti Zen Estilo VXI BSIV,2014,190000,60000,Petrol,Individual,Manual,First Owner
Mahindra Bolero Power Plus Plus AC BSIV PS,2019,800000,2000,Diesel,Individual,Manual,First Owner
Mahindra Scorpio EX,2012,450000,100000,Diesel,Individual,Manual,First Owner
Mahindra Xylo D2 BS III,2015,400000,110000,Diesel,Individual,Manual,First Owner
Tata New Safari Dicor VX 4X2 BS IV,2009,150000,90000,Diesel,Individual,Manual,Second Owner
Tata Indigo CR4,2011,200000,84321,Diesel,Individual,Manual,First Owner
Mahindra XUV500 W8 AWD,2013,600000,177000,Diesel,Individual,Manual,First Owner
Tata Indica Vista Aqua 1.3 Quadrajet,2010,175000,60000,Diesel,Individual,Manual,First Owner
Tata Indigo CS LE (TDI) BS-III,2008,99000,205000,Diesel,Individual,Manual,Second Owner
Hyundai i10 Asta,2008,215000,70000,Petrol,Individual,Manual,Second Owner
Maruti Omni E 8 Str STD,2011,190000,70000,Petrol,Individual,Manual,Third Owner
Renault Duster 110PS Diesel RxL,2013,520000,126000,Diesel,Individual,Manual,Second Owner
Ford Endeavour 3.2 Titanium AT 4X4,2016,2280000,120000,Diesel,Individual,Automatic,Second Owner
Tata Indica Vista TDI LS,2015,285000,70000,Diesel,Individual,Manual,First Owner
Mahindra TUV 300 T4 Plus,2017,660000,82000,Diesel,Individual,Manual,First Owner
Maruti 800 Std,2004,31504,110000,Petrol,Individual,Manual,Third Owner
Maruti Swift Dzire VXI,2015,515000,45000,Petrol,Individual,Manual,Second Owner
Nissan Sunny Diesel XL,2012,295000,70000,Diesel,Individual,Manual,Second Owner
Nissan Terrano XL 85 PS,2015,700000,80000,Diesel,Individual,Manual,Second Owner
Mahindra Scorpio Intelli Hybrid S6 Plus,2017,1100000,45000,Diesel,Individual,Manual,First Owner
Maruti Swift VXI,2013,450000,41800,Petrol,Individual,Manual,First Owner
Maruti Estilo LXI,2010,135000,132000,Petrol,Individual,Manual,Second Owner
Maruti Swift Dzire VDI,2017,700000,50000,Diesel,Individual,Manual,Second Owner
Maruti Wagon R LXI Minor,2009,140000,96000,Petrol,Individual,Manual,Second Owner
Mahindra Xylo D4 BSIII,2012,250000,117000,Diesel,Individual,Manual,First Owner
Hyundai i10 Era,2011,210000,110000,Petrol,Individual,Manual,Second Owner
Honda Amaze S i-Dtech,2014,420000,100000,Diesel,Individual,Manual,Second Owner
Maruti Alto LXi,2007,130000,88700,Petrol,Individual,Manual,Third Owner
Nissan Sunny XL,2012,320000,70000,Petrol,Individual,Manual,Second Owner
Maruti Wagon R LX BSIII,2010,200000,110000,Petrol,Individual,Manual,Second Owner
Maruti Alto 800 LXI,2016,310000,15000,Petrol,Individual,Manual,First Owner
Mahindra Verito 1.5 D4 BSIII,2012,200000,80000,Diesel,Individual,Manual,Second Owner
Maruti Ritz VXi,2014,350000,50000,Petrol,Individual,Manual,First Owner
Hyundai EON Sportz,2018,444000,15000,Petrol,Individual,Manual,First Owner
Mahindra Verito 1.5 D4 BSIII,2011,225000,57000,Diesel,Individual,Manual,Second Owner
Mahindra Bolero 2011-2019 ZLX,2012,600000,75000,Diesel,Individual,Manual,First Owner
Maruti Eeco 5 Seater AC BSIV,2013,260000,26000,Petrol,Individual,Manual,First Owner
Hyundai Xcent 1.1 CRDi S Option,2015,375000,160000,Diesel,Individual,Manual,First Owner
Maruti Eeco 5 Seater AC BSIV,2013,260000,26000,Petrol,Individual,Manual,First Owner
Maruti Alto LXi BSIII,2010,150000,120000,Petrol,Individual,Manual,Second Owner
Maruti Alto LXi,2014,110000,50000,Petrol,Individual,Manual,Second Owner
Maruti Alto LX,2012,225000,40000,Petrol,Individual,Manual,First Owner
Toyota Etios GD,2011,400000,90000,Diesel,Individual,Manual,Third Owner
Maruti Esteem Vxi - BSII,2005,93000,120000,Petrol,Individual,Manual,Third Owner
Honda City i VTEC V,2017,860000,28000,Petrol,Individual,Manual,First Owner
Maruti Swift Dzire LDI,2018,650000,50000,Diesel,Individual,Manual,First Owner
Maruti Ertiga ZDI,2014,650000,90000,Diesel,Individual,Manual,First Owner
Hyundai Verna 1.4 CRDi,2016,710000,40000,Diesel,Individual,Manual,First Owner
Ford Figo 1.5D Base MT,2017,430000,113000,Diesel,Individual,Manual,First Owner
Ford Figo Diesel Titanium,2011,220000,100000,Diesel,Individual,Manual,First Owner
Tata Sumo MKII Turbo 2.0 LX,2010,150000,225000,Diesel,Individual,Manual,Third Owner
Mahindra TUV 300 mHAWK100 T8,2017,660000,67000,Diesel,Individual,Manual,Second Owner
Chevrolet Beat Diesel LT Option,2011,140000,70000,Diesel,Individual,Manual,Fourth & Above Owner
Toyota Corolla Altis JS MT,2015,1100000,50000,Petrol,Individual,Manual,First Owner
Jaguar XF 2.2 Litre Luxury,2013,2450000,60000,Diesel,Individual,Automatic,First Owner
Volkswagen Ameo 1.5 TDI Comfortline AT,2017,625000,34000,Diesel,Individual,Automatic,First Owner
Honda City 1.5 GXI,2004,198000,110000,Petrol,Individual,Manual,Third Owner
Hyundai Santro GS zipPlus,2001,60000,71000,Petrol,Individual,Manual,Second Owner
Maruti Wagon R LXI,2005,130000,140000,Petrol,Individual,Manual,Second Owner
Honda City Corporate Edition,2012,540000,100000,Petrol,Individual,Manual,Second Owner
Hyundai Grand i10 1.2 Kappa Sportz AT,2017,550000,10000,Petrol,Individual,Automatic,First Owner
Maruti Celerio ZXI Optional,2018,475000,30000,Petrol,Individual,Manual,First Owner
Audi Q3 2.0 TDI Quattro Premium Plus,2017,2825000,22000,Diesel,Dealer,Automatic,First Owner
Honda Civic ZX Diesel BSIV,2020,2125000,5500,Diesel,Dealer,Manual,First Owner
BMW X1 sDrive20d M Sport,2018,3350000,18000,Diesel,Dealer,Automatic,First Owner
Toyota Innova Crysta 2.8 GX AT 8S BSIV,2018,1800000,20000,Diesel,Dealer,Automatic,First Owner
Force Gurkha Hard Top BS3 4WD,2018,910000,20000,Diesel,Dealer,Manual,First Owner
Maruti Celerio VXI,2019,484999,4875,Petrol,Dealer,Manual,First Owner
Hyundai Creta 1.6 CRDi AT SX Plus,2020,1950000,2700,Diesel,Dealer,Automatic,First Owner
Maruti Vitara Brezza ZDi,2018,950000,58511,Diesel,Dealer,Manual,First Owner
Ford Figo 1.5D Titanium MT,2015,365000,105000,Diesel,Dealer,Manual,First Owner
Mahindra Thar CRDe ABS,2018,900000,26235,Diesel,Dealer,Manual,First Owner
Tata Nexon 1.5 Revotorq XZ Plus,2017,919999,26766,Diesel,Dealer,Manual,First Owner
MG Hector Sharp DCT Dualtone,2020,1900000,1600,Petrol,Dealer,Automatic,First Owner
Mercedes-Benz New C-Class C 220 CDI Elegance MT,2018,2950000,46000,Diesel,Dealer,Manual,First Owner
Mahindra Marazzo M2 BSIV,2019,1075000,23000,Diesel,Dealer,Manual,First Owner
Maruti Swift VXI Optional,2017,600000,24522,Petrol,Dealer,Manual,First Owner
BMW 3 Series 320d,2017,3200000,13663,Diesel,Dealer,Automatic,First Owner
Skoda Octavia Style Plus 2.0 TDI AT,2019,2600000,11000,Diesel,Dealer,Automatic,First Owner
Maruti Vitara Brezza ZDi Plus,2016,839000,63000,Diesel,Dealer,Manual,First Owner
Volkswagen Polo 1.2 MPI Comfortline,2019,635000,2000,Petrol,Dealer,Manual,First Owner
Mahindra Scorpio VLX 2WD AIRBAG BSIV,2014,550000,300000,Diesel,Individual,Manual,Third Owner
Honda City i DTEC E,2015,650000,80000,Diesel,Individual,Manual,First Owner
Honda Jazz Select Edition Active,2011,350000,80000,Petrol,Individual,Manual,Second Owner
Maruti Alto K10 LXI,2015,265000,54000,Petrol,Individual,Manual,First Owner
Renault KWID 1.0 RXT Optional,2018,330000,30000,Petrol,Individual,Manual,First Owner
Maruti Eeco 7 Seater Standard BSIV,2019,395000,5000,Petrol,Individual,Manual,First Owner
Mahindra TUV 300 T8,2015,700000,58945,Diesel,Individual,Manual,First Owner
Ford Figo Diesel Titanium,2012,300000,90000,Diesel,Individual,Manual,First Owner
Toyota Innova 2.5 G (Diesel) 7 Seater BS IV,2011,650000,375000,Diesel,Individual,Manual,First Owner
Maruti Ertiga VDI,2013,625000,160000,Diesel,Individual,Manual,Third Owner
Volkswagen Polo GT TDI,2014,425000,80000,Diesel,Individual,Manual,Second Owner
Maruti 800 AC BSII,2004,55000,50000,Petrol,Individual,Manual,Third Owner
Tata Indigo CS LX (TDI) BS-III,2015,250000,80000,Diesel,Individual,Manual,Second Owner
Mahindra Bolero 2011-2019 Plus AC,2015,459999,156975,Diesel,Individual,Manual,First Owner
Ford EcoSport 1.5 TDCi Titanium BSIV,2018,950000,27620,Diesel,Dealer,Manual,First Owner
Mahindra Scorpio LX,2013,484999,120000,Diesel,Individual,Manual,First Owner
Mahindra Xylo E8,2009,161000,120000,Diesel,Individual,Manual,Third Owner
Hyundai i20 Active 1.2 S,2015,500000,58000,Petrol,Individual,Manual,First Owner
Nissan Sunny XV,2012,350000,50000,Petrol,Individual,Manual,First Owner
Maruti Ignis 1.2 AMT Alpha BSIV,2017,550000,40000,Petrol,Individual,Automatic,First Owner
Honda WR-V i-VTEC VX,2018,850000,7800,Petrol,Individual,Manual,First Owner
Maruti Alto 800 LXI,2016,240000,50000,Petrol,Individual,Manual,First Owner
Ford Endeavour 2.5L 4X2 MT,2011,950000,68000,Diesel,Individual,Manual,First Owner
Maruti Ertiga VXI,2015,423000,60000,Petrol,Individual,Manual,Second Owner
Tata Indigo GLS,2005,90000,74000,Petrol,Individual,Manual,Second Owner
Tata New Safari DICOR 2.2 VX 4x2 BS IV,2011,350000,58000,Diesel,Individual,Manual,Second Owner
Maruti A-Star Vxi,2011,170000,70000,Petrol,Individual,Manual,Third Owner
Ford Figo Aspire 1.2 Ti-VCT Titanium Plus,2015,450000,70000,Petrol,Individual,Manual,First Owner
Hyundai i10 Magna,2009,150000,110000,Petrol,Individual,Manual,Second Owner
Hyundai Santro LP zipPlus,2002,75000,80000,Petrol,Individual,Manual,Third Owner
Hyundai i20 Sportz 1.4 CRDi,2016,511000,80000,Diesel,Individual,Manual,First Owner
Maruti Ertiga 1.5 VDI,2018,850000,59000,Diesel,Individual,Manual,First Owner
Maruti Celerio ZXI,2020,420000,25000,Petrol,Individual,Manual,First Owner
Maruti Alto 800 LXI,2014,180000,55000,Petrol,Individual,Manual,First Owner
Maruti Celerio ZDi,2015,400000,25000,Diesel,Individual,Manual,First Owner
Mahindra Xylo E4,2009,150000,300000,Diesel,Individual,Manual,First Owner
Ford Figo 1.5D Titanium MT,2016,500000,143200,Diesel,Individual,Manual,First Owner
Jeep Compass 2.0 Longitude Option BSIV,2017,1689999,60000,Diesel,Individual,Manual,First Owner
Nissan Micra Diesel XV Premium,2012,204999,120000,Diesel,Individual,Manual,First Owner
Maruti Ciaz VDi Plus,2014,459999,145000,Diesel,Individual,Manual,Second Owner
Hyundai i20 2015-2017 Magna 1.2,2017,600000,30000,Petrol,Individual,Manual,First Owner
Hyundai Grand i10 1.2 Kappa Sportz Dual Tone,2019,585000,8000,Petrol,Individual,Manual,First Owner
Ford Endeavour 2.5L 4X2 MT,2012,551000,170000,Diesel,Individual,Manual,First Owner
Maruti Swift Dzire LDI,2013,525000,100000,Diesel,Individual,Manual,First Owner
Maruti Omni 8 Seater BSIV,2012,160000,62000,Petrol,Individual,Manual,First Owner
Mahindra XUV500 W8 AWD,2014,825000,110000,Diesel,Individual,Manual,First Owner
Chevrolet Tavera Neo 3 LS 9 Str BSIII,2015,600000,80000,Diesel,Individual,Manual,Second Owner
Maruti Zen Base,2002,65000,80000,Petrol,Individual,Manual,Second Owner
Maruti Swift Dzire VDI,2013,550000,100000,Diesel,Individual,Manual,First Owner
Mahindra Bolero 2011-2019 Plus - AC BSIII,2015,650000,120000,Diesel,Individual,Manual,First Owner
Maruti Swift Dzire VDI,2019,750000,24000,Diesel,Individual,Manual,First Owner
Mahindra KUV 100 mFALCON D75 K8,2017,380000,80000,Diesel,Individual,Manual,First Owner
Hyundai Verna 1.6 SX CRDi (O),2012,400000,138000,Diesel,Individual,Manual,First Owner
Maruti Wagon R LXI,2003,50000,147000,Petrol,Individual,Manual,Fourth & Above Owner
Mahindra TUV 300 mHAWK100 T8 Dual Tone,2017,750000,60000,Diesel,Individual,Manual,First Owner
Chevrolet Spark 1.0 LS,2011,150000,80000,Petrol,Individual,Manual,First Owner
Tata Manza Club Class Quadrajet90 VX,2013,260000,189000,Diesel,Individual,Manual,First Owner
