incidenceRate,medIncome,povertyPercent,PctEmployed16_Over,PctPrivateCoverage,PctPublicCoverageAlone
468.5,38878,22.1,51.4,57.3,23.2
484.6,52339,15.4,57.0,67.8,18.9
514.4,70299,14.5,55.2,70.3,20.2
449.1,46737,19.3,56.2,58.7,20.2
480.2,34867,25.9,46.8,51.6,27.9
453.5494221,52744,10.4,63.2,77.8,11.3
470.7,60179,10.8,60.7,78.9,11.4
365.7,49995,19.4,32.2,66.6,20.3
431.7,33322,25.3,47.0,51.4,26.0
425.4,36642,17.7,54.4,63.1,17.9
530.9,61685,13.0,59.6,68.3,18.6
352.0,36929,21.3,52.6,56.0,21.7
495.5,38465,19.3,46.2,55.9,21.3
318.9,60810,10.6,62.1,67.6,10.3
522.1,28647,33.0,38.1,37.7,40.6
467.4,53945,13.6,48.1,65.1,21.4
421.6,62394,11.0,59.0,72.7,13.2
461.8,38224,21.5,58.2,52.5,20.8
505.0,64150,8.9,55.8,74.2,18.9
492.6,49768,13.1,54.6,67.0,18.4
469.6,45431,17.8,59.3,65.2,17.9
439.1,39539,17.6,40.2,60.0,24.8
404.0,61762,9.6,60.0,69.7,13.8
433.0,46018,16.9,53.8,61.1,18.2
453.5494221,60114,7.9,66.7,77.3,14.0
459.5,59921,9.6,59.7,74.3,16.4
442.6,49905,18.0,59.0,70.0,14.2
479.9,49234,13.9,57.6,71.7,16.7
453.5494221,52001,18.5,36.9,59.9,19.1
419.5,43194,19.0,52.1,55.0,22.0
414.0,41942,26.2,51.9,77.7,10.8
397.2,40328,19.3,45.9,54.7,25.6
400.6,43883,12.1,62.2,75.6,14.8
425.7,36867,20.7,42.2,50.2,21.3
339.4,44794,13.6,60.9,70.8,17.7
461.7,49659,14.7,58.6,66.7,16.5
465.9,39999,22.5,46.9,59.9,23.6
331.3,34312,29.5,43.2,56.4,16.6
472.5,46177,13.5,55.0,65.3,19.6
460.5,97802,4.8,67.9,87.4,7.5
342.6,32722,20.9,52.9,44.9,26.4
479.6,61436,10.8,64.5,74.3,14.6
335.8,38000,20.3,48.2,64.0,18.2
455.6,38155,18.3,46.4,56.9,26.0
453.5494221,54386,11.3,62.1,76.2,15.1
504.8,41783,21.9,50.2,62.4,19.3
437.1,30744,24.0,42.5,49.6,31.1
415.2,35977,20.1,46.9,46.8,26.6
447.9,45168,14.6,56.1,73.7,13.0
488.7,58471,10.2,61.8,75.1,15.0
430.4,48879,13.2,65.0,75.5,16.0
475.3,58995,8.9,63.0,83.1,10.4
360.7,36108,24.0,53.1,54.7,25.2
458.2,39005,15.2,55.6,63.9,22.5
476.2,45029,13.9,58.0,60.0,29.0
445.5,39882,19.5,58.5,63.8,17.5
507.2,49274,13.4,57.4,72.9,16.0
437.3,59382,13.2,56.9,76.6,15.2
372.4,31829,29.1,49.4,44.0,25.7
365.9,63575,9.0,63.0,77.6,10.6
422.9,47433,16.8,54.1,68.3,18.4
472.0,38916,21.6,45.3,60.5,22.9
525.7,61510,10.0,59.2,77.1,13.5
445.9,61931,8.8,65.1,80.5,11.8
409.6,30414,33.1,45.8,43.4,32.0
562.7,29067,27.8,44.3,49.7,26.1
500.6,39506,19.6,47.6,61.2,23.8
423.9,45464,14.7,48.0,68.0,17.1
453.5494221,59596,10.7,68.2,62.4,17.8
392.2,48840,12.4,51.9,63.0,20.2
414.5,52075,15.4,62.8,78.7,12.9
367.0,61098,9.5,57.5,64.5,14.8
463.3,78001,9.5,62.4,73.8,15.0
433.5,48277,14.5,57.0,67.2,17.2
490.7,50751,20.5,57.4,59.0,14.2
467.1,48973,17.6,60.2,68.1,20.4
431.4,55984,9.4,70.3,83.5,9.7
501.4,49897,16.5,46.6,71.4,17.0
453.5494221,50525,12.9,59.7,71.7,14.0
449.1,52996,12.6,52.7,72.9,16.1
456.6,65485,7.7,63.9,75.7,11.3
493.6,44903,13.2,53.7,68.4,20.3
457.6,41765,23.4,57.6,66.2,17.5
463.3,52513,12.3,55.9,65.3,16.8
422.4,40881,17.7,47.0,59.7,20.2
455.5,44235,20.6,49.7,62.3,24.0
393.5,48944,12.3,56.2,69.6,13.1
512.8,27635,39.4,29.3,41.3,27.9
394.5,37497,22.6,46.7,46.8,22.8
434.9,35955,25.3,42.3,48.5,27.6
480.5,42567,23.4,50.8,63.0,18.7
502.9,46927,14.1,52.5,65.5,23.1
456.3,43356,15.2,50.9,70.3,17.0
471.1,42029,18.2,54.1,64.9,23.2
419.5,33750,24.8,50.9,56.8,23.8
451.1,43212,16.7,55.5,68.0,17.0
466.9,46214,14.6,58.1,69.8,14.9
453.5494221,76104,6.6,69.2,84.0,8.0
375.5,39551,16.3,48.5,63.1,17.5
453.6,32867,26.8,43.2,53.1,26.7
486.3,43490,16.3,55.6,68.9,19.7
486.0,44224,17.4,55.0,69.3,17.4
510.7,34116,21.3,49.8,57.7,24.1
334.7,36627,24.1,54.7,43.8,28.3
503.5,69228,13.4,59.5,71.9,17.9
381.4,56298,8.9,63.1,79.7,10.7
471.1,34830,21.1,44.2,49.3,26.5
395.9,43482,19.9,58.6,80.5,9.0
472.6,44309,18.4,43.0,65.1,19.9
378.7,44324,17.4,58.7,71.2,13.8
385.7,50998,10.5,64.7,73.4,16.0
445.8,31765,23.3,43.9,46.7,29.5
507.4,34271,25.6,38.4,48.8,34.0
435.5,56353,11.6,59.7,72.3,14.0
559.1,55409,13.0,53.0,72.1,16.8
517.5,49790,14.0,54.2,67.6,18.7
431.8,55770,11.5,62.2,78.4,11.6
442.1,55427,12.9,50.2,66.7,16.8
479.0,47410,13.8,57.9,67.7,17.8
370.7,42344,20.7,56.0,64.7,22.4
447.1,47224,14.8,62.2,71.6,14.5
431.0,32773,28.3,38.0,50.1,23.0
458.3,66625,9.8,58.6,77.9,12.4
402.4,37644,29.0,31.2,50.4,30.1
429.8,45644,13.4,66.0,71.2,14.3
433.2,57126,11.4,60.0,75.0,15.5
357.5,46765,16.0,69.7,59.7,20.1
426.8,34971,23.0,52.1,57.3,25.9
483.6,51650,15.5,48.9,66.3,19.5
481.0,35955,17.8,45.6,54.7,21.4
420.4,51440,15.5,60.8,70.0,15.0
502.3,38454,23.6,55.4,56.1,23.8
419.3,45308,15.5,38.7,65.8,18.6
501.8,32150,31.7,47.0,48.9,26.8
520.4,52914,10.3,64.9,80.4,10.8
423.1,35701,19.0,33.9,47.7,24.8
481.7,32042,26.7,46.7,55.2,25.2
453.1,39956,19.8,44.7,57.4,23.9
425.1,42611,17.0,52.9,73.2,13.4
414.5,56877,17.1,52.4,56.3,24.2
480.7,44148,16.5,56.0,65.8,22.5
423.0,32521,23.6,44.8,53.6,27.1
437.3,39870,20.7,52.8,43.6,21.6
497.9,45914,14.3,54.7,64.4,20.2
371.3,44055,16.3,52.4,64.1,21.2
414.0,52814,12.5,53.2,63.1,17.5
491.5,35930,19.7,46.9,55.2,22.7
459.4,42579,22.3,39.5,55.5,26.6
453.5494221,41434,13.9,57.1,67.8,16.1
495.9,46577,15.5,49.9,67.8,20.5
405.3,34288,28.8,46.0,50.2,25.3
453.5494221,47537,12.1,62.5,73.4,16.0
409.1,52185,14.7,55.8,66.8,16.2
494.3,42946,22.0,59.7,60.2,25.9
453.5,36012,26.0,48.6,56.6,23.4
442.9,49072,17.7,56.8,62.7,29.2
460.2,45710,17.5,52.9,59.6,20.5
461.7,47905,10.0,62.1,77.1,12.4
370.1,38494,25.3,51.2,38.0,27.2
566.3,51195,16.8,60.4,71.3,13.6
472.7,34018,21.0,48.6,55.1,24.9
456.5,40323,14.3,49.5,67.2,18.5
259.5,49947,28.0,36.9,51.6,22.7
410.8,49380,11.7,53.1,59.7,19.4
428.9,83788,12.1,64.7,72.0,15.0
472.1,60460,14.3,65.3,80.4,12.6
462.2,49920,14.7,55.6,76.5,15.8
520.6,46926,19.6,53.4,64.8,24.4
420.9,55006,17.3,60.2,52.7,26.1
451.6,34684,18.6,53.2,63.6,17.0
403.3,40796,16.3,47.5,56.1,16.9
439.6,32815,20.7,43.3,52.2,22.2
536.1,43945,17.6,54.4,66.0,20.6
234.0,41838,17.4,41.0,55.2,25.4
495.5,46614,15.8,53.4,60.5,21.3
423.3,40710,21.6,53.4,71.3,14.5
506.7,55758,11.3,63.1,69.5,15.8
524.4,33789,24.1,44.3,55.3,28.9
422.3,52225,14.9,54.3,60.5,19.5
412.3,42214,14.2,57.5,71.4,18.7
424.7,36391,21.1,49.4,57.1,24.6
475.3,47121,19.6,48.2,64.3,19.4
469.1,41296,17.9,57.6,61.3,20.7
433.4,45195,19.0,54.7,66.8,19.1
450.8,51040,11.5,65.3,79.2,11.5
438.5,28171,35.3,45.0,39.3,36.0
407.5,42945,19.3,56.2,51.9,23.1
455.7,49782,16.1,57.6,69.5,16.4
455.8,36801,24.0,48.7,54.0,26.0
463.1,56737,13.2,58.7,70.0,17.3
478.7,54107,11.8,58.8,69.1,16.3
481.8,57556,10.7,56.6,70.0,13.4
461.6,49142,12.6,64.6,63.8,23.8
459.8,50055,15.3,59.4,64.1,18.5
403.2,31740,26.5,54.9,40.5,24.8
490.8,42812,19.2,56.2,65.3,18.3
472.6,31674,23.5,45.8,54.2,26.5
492.4,42477,16.9,52.3,65.9,18.8
484.6,51510,11.1,53.0,74.7,14.0
446.1,56365,10.6,65.9,77.2,14.3
481.0,43442,22.9,53.7,60.2,19.8
453.4,52959,12.8,57.1,69.4,15.4
474.8,62700,9.3,67.0,78.1,13.8
453.5494221,51676,12.4,62.1,73.8,14.1
428.8,70797,7.2,65.5,81.5,9.0
384.8,34341,17.6,50.7,60.0,23.0
463.1,50861,11.0,63.2,75.9,13.4
469.4,70127,6.3,61.5,80.7,12.6
354.7,46475,13.9,59.9,66.5,20.6
375.9,30489,33.4,42.4,45.2,32.4
400.7,33631,21.4,45.6,52.8,22.3
479.6,56243,10.2,65.9,71.7,15.8
484.9,40406,19.8,51.1,57.1,22.6
317.9,31805,23.0,44.6,53.1,25.3
493.1,49044,20.9,55.6,59.8,20.1
400.5,58024,11.2,60.6,71.4,10.4
412.7,43242,11.9,38.8,61.1,20.1
336.5,42620,19.2,54.0,56.9,24.1
453.5494221,60279,10.9,64.7,62.3,17.9
493.5,38055,24.4,45.0,53.3,24.7
524.8,43390,15.0,57.2,68.6,19.3
344.3,35961,17.3,43.8,64.1,19.7
430.7,61937,13.4,69.5,82.5,10.2
310.1,42191,14.5,52.6,66.3,20.1
482.7,55781,10.7,64.9,77.5,11.9
459.8,41547,18.1,53.6,63.4,19.7
433.0,62116,17.4,58.4,63.2,19.2
455.0,30019,25.1,49.2,46.7,28.6
359.6,54666,10.5,62.7,78.8,14.3
532.7,51576,16.6,51.9,72.6,18.2
337.1,31227,29.9,49.4,33.3,32.4
508.0,37996,24.3,43.8,59.2,24.5
352.4,44282,13.2,55.6,80.0,10.4
487.8,32782,28.9,39.3,47.7,32.2
435.9,44163,16.3,54.2,49.9,25.4
478.7,43104,18.9,54.3,71.5,18.6
497.1,47023,15.6,56.2,67.0,21.2
517.2,42088,18.0,56.6,63.2,18.1
467.3,40038,17.6,57.1,61.6,20.1
535.7,51403,11.1,58.5,74.2,13.2
453.5494221,60123,11.3,61.6,76.6,12.7
451.7,32722,30.7,32.9,51.8,27.4
396.2,45283,15.6,46.3,53.6,23.6
459.8,36891,21.9,49.2,57.4,20.2
426.3,39922,17.2,49.7,62.6,19.0
408.4,50169,12.9,52.5,63.9,17.0
492.3,54459,12.3,59.5,68.8,18.0
499.8,68421,7.7,65.6,76.5,11.6
471.4,56573,14.7,54.1,71.8,15.6
453.4,40002,19.3,48.9,52.5,24.4
429.7,64381,10.8,62.7,74.3,12.3
455.2,45316,16.0,61.2,56.6,17.6
453.5494221,53552,11.5,69.0,76.7,15.3
421.9,41004,19.4,55.0,53.1,22.9
578.6,42892,14.1,49.8,67.4,20.7
428.2,54509,19.5,55.4,70.5,16.2
444.5,43835,22.5,55.4,76.5,12.4
403.5,43379,19.3,52.4,63.6,17.3
492.7,43269,18.0,46.9,63.7,21.9
564.5,43799,18.3,58.2,65.2,20.6
453.5494221,74347,11.0,59.8,69.1,11.3
466.6,38449,20.6,45.2,50.8,21.9
459.5,53519,18.6,62.6,67.0,18.1
412.0,39908,18.6,53.5,62.1,19.9
472.0,60735,13.6,59.3,73.4,15.1
377.4,37156,20.5,45.8,57.1,26.1
496.6,52640,13.4,60.2,69.5,17.0
492.4,49251,11.6,65.3,71.7,11.1
481.8,43969,14.9,53.4,64.9,19.5
334.0,34863,22.2,54.6,50.7,22.8
519.3,39808,18.5,48.0,66.4,22.9
492.9,41538,17.5,50.9,65.3,21.7
505.5,43396,14.6,56.9,67.6,19.9
496.9,35002,20.7,36.2,60.7,22.8
509.9,65971,7.4,63.7,82.3,11.4
460.0,37707,20.2,46.8,64.9,19.7
512.6,51047,12.3,52.3,68.0,15.8
415.1,46625,15.0,53.6,64.4,15.8
293.6,46404,14.2,49.1,62.8,21.6
485.3,36003,22.2,47.6,52.8,25.1
405.2,48014,16.6,50.4,62.9,18.7
507.3,42728,18.0,56.1,63.3,20.7
454.5,41462,18.4,54.9,66.3,17.1
405.7,46521,15.3,52.1,66.8,16.7
517.1,43374,19.4,57.7,61.8,21.8
438.3,50571,14.3,54.2,69.7,16.9
432.7,92560,6.8,70.8,81.2,6.8
491.6,54782,13.1,59.9,70.8,17.9
425.0,37954,18.6,45.3,56.7,21.5
430.0,45719,17.7,62.2,63.8,16.6
506.9,46927,14.6,55.6,69.0,19.0
449.4,49136,14.5,58.5,65.4,18.7
422.3,35371,29.9,45.3,36.5,34.9
396.2,43484,24.8,55.0,82.4,8.7
449.9,40226,18.8,49.5,56.3,23.8
500.9,41406,18.5,49.1,59.2,21.5
466.5,44852,19.5,56.0,66.7,18.7
401.3,66878,10.7,64.8,63.3,14.6
395.8,51827,15.2,51.6,54.5,26.9
434.2,62230,8.8,64.4,80.4,12.1
521.2,55592,9.7,59.9,73.0,15.1
405.0,50774,10.7,62.6,77.4,14.0
460.6,41514,18.2,55.3,58.6,21.4
435.6,46705,17.3,56.5,61.2,18.6
453.5494221,39764,16.7,56.2,60.1,21.3
453.5494221,50886,10.4,62.6,74.7,12.6
425.4,34429,29.9,47.3,70.0,14.3
497.2,41895,23.3,53.8,56.1,29.6
405.8,33824,20.6,41.5,49.8,22.5
453.5494221,54149,9.9,67.1,80.4,11.6
498.7,48881,10.9,59.6,74.7,15.5
484.0,41235,17.8,53.6,63.7,21.1
446.6,50703,10.4,60.8,82.0,11.1
467.6,36350,23.3,49.7,49.8,23.2
407.6,45430,12.0,57.9,68.9,15.9
415.7,50155,12.0,63.4,76.0,12.1
433.5,41132,15.6,52.9,63.9,18.4
470.4,53945,15.4,60.7,69.8,18.6
420.6,27268,30.6,44.4,37.5,37.9
334.4,36821,19.9,62.6,45.2,21.6
453.5494221,48658,10.4,66.1,69.4,16.0
402.1,31607,26.4,46.0,50.4,24.7
453.5494221,53700,9.8,66.0,80.4,12.8
461.5,40047,19.6,61.2,64.1,17.3
389.1,37831,19.7,50.8,59.2,24.3
484.2,44427,10.9,59.2,65.1,16.5
437.9,36536,22.0,51.9,59.4,20.9
441.3,35180,21.8,50.4,53.7,24.1
408.4,36424,18.8,47.7,52.4,23.5
473.2,40782,18.2,46.6,53.1,28.0
461.9,43065,17.5,53.4,63.6,19.6
430.1,44851,16.9,52.8,63.5,18.1
395.7,48535,11.7,60.9,74.9,9.9
525.6,43073,19.5,53.3,63.8,23.1
453.5494221,46942,17.8,61.4,66.2,17.6
482.9,40436,11.8,62.7,70.2,16.8
474.4,34403,26.3,47.8,54.1,25.0
412.1,47217,11.3,58.0,73.0,13.9
422.1,45743,13.0,49.3,64.6,21.8
464.3,49890,13.0,57.4,70.7,22.6
507.7,58340,11.0,69.5,77.5,13.4
460.6,44669,17.1,59.9,50.5,22.4
374.9,41010,15.3,53.7,65.8,19.1
396.0,35387,17.8,36.7,63.6,18.7
458.6,36890,23.3,52.1,58.7,23.3
487.3,47360,16.3,52.6,69.5,16.9
404.4,43858,12.7,58.1,71.4,17.1
415.1,37026,19.1,49.3,56.9,22.7
497.6,36577,18.9,47.8,59.9,18.9
385.2,77764,8.3,55.9,75.6,11.0
443.8,58333,14.3,59.8,68.1,13.9
399.0,88516,8.8,63.7,74.0,9.8
531.4,36886,19.3,53.5,60.0,22.3
494.6,58818,12.3,60.4,64.3,18.8
439.6,59858,13.4,63.6,65.2,13.8
375.8,35592,27.9,47.6,45.5,27.3
482.9,38268,21.1,51.4,58.9,22.0
501.1,75682,11.5,73.4,64.1,12.4
518.6,37130,24.6,43.0,55.6,26.1
355.3,31893,19.9,47.6,56.6,26.7
501.6,43559,14.6,52.7,69.5,19.2
371.2,37911,19.1,49.8,71.2,13.0
435.4,34987,21.7,45.5,50.8,23.1
490.7,75176,8.1,64.0,77.6,13.3
417.0,66249,9.5,56.9,73.7,13.6
423.6,41094,16.9,53.2,66.1,20.8
534.1,47547,14.6,55.5,68.5,19.7
507.4,50874,15.6,48.1,67.9,13.9
579.2,31265,27.5,41.3,48.3,32.1
461.3,59266,9.4,62.5,75.9,13.8
336.1,46923,14.1,67.0,76.1,14.2
507.5,43272,14.6,55.5,68.9,14.0
490.4,65813,11.1,59.5,74.1,17.5
481.7,55335,9.1,64.3,76.8,14.3
535.2,46870,14.4,54.6,70.2,19.5
332.2,37935,32.3,54.3,36.0,28.6
495.7,69378,10.0,61.4,79.0,11.3
453.5494221,47901,11.1,62.1,77.7,12.2
493.4,32101,21.6,41.3,47.4,31.5
453.5494221,39732,16.9,56.2,69.4,15.8
479.8,44145,17.7,55.0,64.9,20.7
401.7,47123,17.4,46.0,53.5,20.9
411.7,52758,11.0,60.0,77.2,12.3
484.0,39930,17.3,49.7,61.9,22.0
401.8,36893,20.0,51.0,48.7,30.0
528.1,49456,13.7,56.9,74.3,17.3
490.4,56326,14.7,56.6,68.0,19.8
432.2,37256,19.6,50.3,50.8,22.7
458.5,44326,13.8,53.2,72.3,16.9
535.9,32049,26.9,50.4,48.5,24.9
403.5,72604,9.8,68.4,74.2,11.3
420.7,47670,13.8,59.9,57.9,19.2
516.6,56645,13.1,55.8,69.1,18.7
387.1,42851,22.3,57.6,58.2,23.7
413.5,38344,18.1,52.6,62.3,21.8
327.0,38636,14.6,51.3,69.4,9.7
445.6,41161,20.0,50.9,59.4,25.8
446.7,37367,24.4,50.2,52.2,27.6
453.5494221,56591,11.5,71.0,76.6,11.3
420.3,41079,23.4,29.7,56.4,21.0
504.4,34116,23.3,45.7,50.5,20.1
534.0,45557,19.7,50.8,59.0,21.3
490.4,33609,27.0,49.6,50.1,28.7
430.4,44243,17.1,48.3,58.4,25.0
491.5,36699,19.1,54.7,57.1,22.7
511.5,30172,26.2,46.2,55.3,30.3
464.5,28271,29.8,42.2,46.4,28.4
501.4,54959,12.2,62.3,75.2,14.8
507.3,61989,10.9,65.3,75.4,13.9
382.1,46336,15.5,51.6,54.1,24.0
486.9,86610,7.5,57.3,81.6,11.1
476.3,29297,34.0,45.1,42.8,32.4
509.8,37758,19.9,48.5,57.0,28.3
414.8,50106,15.4,57.8,63.2,20.2
572.8,82596,7.1,72.4,74.0,17.1
468.0,38583,22.5,51.8,59.4,22.3
511.2,43573,16.2,53.7,65.0,19.1
478.1,48024,16.3,58.2,69.0,20.1
388.7,74811,9.9,67.8,67.6,10.3
496.9,40774,19.2,49.8,61.9,17.9
453.5494221,52394,8.8,65.0,79.2,9.5
348.4,48653,21.3,58.9,61.1,17.8
452.7,32063,25.8,41.3,50.3,27.2
474.0,50507,14.8,62.9,64.4,17.3
453.5494221,49256,10.5,61.3,68.1,15.5
453.5494221,41527,17.7,60.9,67.8,18.6
403.0,54996,13.5,62.1,81.8,10.6
478.8,50774,17.6,55.3,64.7,19.5
435.8,63054,8.6,62.2,71.3,7.4
453.5494221,51597,13.4,57.9,70.3,18.8
433.2,37242,20.0,43.3,54.6,27.1
487.9,40550,21.7,52.7,60.9,17.6
406.2,50078,12.8,58.7,70.2,15.9
434.6,40386,20.6,58.9,67.6,15.9
485.2,57067,11.2,63.3,75.7,13.5
417.4,48622,12.1,55.5,66.3,14.8
468.9,46277,15.7,49.3,56.2,20.9
424.8,39292,20.3,56.2,61.2,17.8
442.6,51573,17.9,55.2,83.5,8.4
456.9,37243,23.6,45.0,51.2,25.2
530.2,70092,8.5,61.9,77.4,14.3
452.5,43348,18.2,53.8,59.8,21.3
472.8,45235,16.8,51.8,62.1,21.2
388.5,36642,24.9,49.5,49.6,26.4
395.0,51246,10.1,66.6,78.4,13.8
411.6,35235,24.8,50.4,45.8,28.3
405.8,27512,37.3,35.6,35.2,34.2
475.8,34012,26.2,48.2,52.0,24.9
445.2,40884,22.8,53.6,56.6,18.7
483.4,34887,21.9,50.3,63.3,21.7
423.0,75926,7.9,54.7,81.1,10.7
475.2,49895,12.2,57.6,67.4,21.7
474.0,42075,21.8,50.7,51.3,25.3
438.3,38966,20.6,48.0,61.9,22.3
401.1,62800,9.3,57.0,68.1,13.1
435.0,38338,20.3,49.7,61.7,18.3
433.1,47340,15.7,57.8,70.6,14.4
453.5494221,56032,8.3,67.5,84.1,6.3
399.9,46427,16.6,50.0,56.4,19.6
507.2,30675,31.4,40.9,54.7,25.4
451.7,48773,14.9,64.8,75.5,15.8
479.5,62158,11.2,61.9,74.1,14.9
510.0,42105,16.1,54.3,63.4,20.3
453.5494221,43674,17.8,53.2,57.6,25.8
428.4,43842,11.7,65.2,74.9,12.4
475.1,36708,25.7,49.2,32.0,25.4
515.1,42007,17.0,51.2,67.4,17.6
453.5494221,52476,13.3,58.2,72.7,14.5
443.5,38895,22.7,53.6,58.2,17.2
524.4,36644,26.8,41.3,56.1,22.2
438.9,79173,6.2,72.6,85.2,8.7
475.7,57142,10.4,60.6,69.6,15.6
453.5494221,45179,15.7,52.6,61.7,25.9
464.4,40621,18.7,50.2,56.3,23.6
487.2,38366,17.2,50.0,61.2,22.0
441.6,44947,15.8,54.4,60.4,24.3
428.8,34794,22.3,47.5,51.4,27.1
439.1,40122,16.4,48.7,57.2,22.5
461.9,80037,7.9,65.1,79.0,11.7
470.4,47937,16.6,54.2,69.1,15.6
441.6,39025,22.0,45.0,64.6,18.6
475.1,52526,10.0,61.5,64.6,15.8
484.1,41216,17.5,55.2,65.2,21.1
424.7,41641,26.4,58.7,72.6,11.2
427.8,46466,11.8,60.3,73.4,13.6
455.4,79069,6.9,57.8,80.4,9.9
462.8,50597,20.4,61.3,61.3,17.6
450.6,54603,16.7,57.7,59.9,21.1
423.9,57118,11.4,49.9,66.7,17.3
497.2,59472,10.0,57.7,73.6,15.8
